Year,10th,25th,Median,75th,90th,Zone,forecast year,run
1999,,,,,,A,2013,hindcast
2000,,,,,,A,2013,hindcast
2001,,,,,,A,2013,hindcast
2002,,,,,,A,2013,hindcast
2003,,,,,,A,2013,hindcast
2004,,,,,,A,2013,hindcast
2005,,,,,,A,2013,hindcast
2006,,,,,,A,2013,hindcast
2007,,,,,,A,2013,hindcast
2008,,,,,,A,2013,hindcast
2009,,,,,,A,2013,hindcast
2010,17846697.19,18399003.81,18995949.44,19718443.76,20328338.3,A,2013,hindcast
2011,19233809.75,20216061.06,21180025.59,22177072.62,23303387.78,A,2013,hindcast
2012,21638230.33,22962891.88,24686322.65,26176401.81,27571874.01,A,2013,hindcast
2013,24149536.52,26318668.5,28569186.04,30941760.41,33136480.86,A,2013,hindcast
2014,28186951.72,30729730.17,33943487.33,36942991.98,39320509.36,A,2013,forecast
2015,27560490.82,29873528.05,32367168.88,34939618.26,37676362.79,A,2013,forecast
2016,25906950.92,27954870.71,30194220.57,32790929.29,34882841.17,A,2013,forecast
2017,24811012.87,26553178.14,28631298.97,30998596.29,32980429.62,A,2013,forecast
2018,23399485.66,25029325.17,27007389.59,29233141.11,30927218.35,A,2013,forecast
2019,21761560.23,23418399.46,25229661.81,27274197.96,29075698.54,A,2013,forecast
1999,,,,,,B,2013,hindcast
2000,,,,,,B,2013,hindcast
2001,,,,,,B,2013,hindcast
2002,,,,,,B,2013,hindcast
2003,,,,,,B,2013,hindcast
2004,,,,,,B,2013,hindcast
2005,5944618.393,6262258.225,6670906.25,7149813.034,7664023.939,B,2013,hindcast
2006,6313041.479,6673306.256,7134225.841,7595461.864,8066474.274,B,2013,hindcast
2007,6896224.569,7279696.815,7766322.204,8282334.405,8739439.348,B,2013,hindcast
2008,7650200.732,8150835.184,8649547.462,9263256.518,9811361.241,B,2013,hindcast
2009,8684845.138,9322817.409,10068748.58,10826291.43,11607444.95,B,2013,hindcast
2010,9930890.342,10798186.58,11736356.67,12751987.33,13744150.21,B,2013,hindcast
2011,11110148.04,12500814.75,13873463.71,15193174.35,16347644.29,B,2013,hindcast
2012,12797527.28,14309078.06,16248948.07,17751981.78,19507054.4,B,2013,hindcast
2013,14606939.87,16496407.22,18383802.77,20766992.47,22532395.54,B,2013,hindcast
2014,15333064.31,17242588.44,19605592.24,21915375.14,23965180.48,B,2013,forecast
2015,16172326.16,18019284.28,20364431.94,22697658.84,24829759.62,B,2013,forecast
2016,15468827.45,17200703.18,19277689.39,21449872.34,23131013.5,B,2013,forecast
2017,14807640.2,16446304.12,18142025.95,20009426.98,21779496.69,B,2013,forecast
2018,13957523.58,15549255.06,17230886.9,18864052.59,20411805.51,B,2013,forecast
2019,11169096.5,12426532.4,14034860.55,15628912.32,17248237.83,B,2013,forecast
1999,,,,,,C,2013,hindcast
2000,,,,,,C,2013,hindcast
2001,,,,,,C,2013,hindcast
2002,,,,,,C,2013,hindcast
2003,,,,,,C,2013,hindcast
2004,,,,,,C,2013,hindcast
2005,,,,,,C,2013,hindcast
2006,,,,,,C,2013,hindcast
2007,,,,,,C,2013,hindcast
2008,,,,,,C,2013,hindcast
2009,10127359.01,13046045.04,16726951.52,19965487.24,22963493.92,C,2013,hindcast
2010,13881576.04,17205232.63,21122114.22,25155383.53,29172923.67,C,2013,hindcast
2011,18441819.2,22308995.71,26450945.25,31135924.22,35082730.01,C,2013,hindcast
2012,22353990.72,26701168.66,31749893.53,36478193.16,41026281.96,C,2013,hindcast
2013,23913326.99,28237706.52,33426326.39,38432884.19,43206728.05,C,2013,hindcast
2014,24268744.17,28396679.21,33985815.65,39234564.5,44715362.61,C,2013,forecast
2015,25016651.19,30012775.41,35250909.27,41140271.38,46582627,C,2013,forecast
2016,21447636.57,25923050.06,31004913.97,36369735.07,41145529.85,C,2013,forecast
2017,19217210.78,23851633.86,28497282.28,33408734.97,38007770.08,C,2013,forecast
2018,17878766.75,21980957.72,26370607.39,30999231.44,34903481.29,C,2013,forecast
2019,10255199.44,13863434.39,17739193.54,21781043.61,25127277.83,C,2013,forecast
1999,,,,,,D,2013,hindcast
2000,,,,,,D,2013,hindcast
2001,,,,,,D,2013,hindcast
2002,,,,,,D,2013,hindcast
2003,,,,,,D,2013,hindcast
2004,,,,,,D,2013,hindcast
2005,,,,,,D,2013,hindcast
2006,,,,,,D,2013,hindcast
2007,,,,,,D,2013,hindcast
2008,,,,,,D,2013,hindcast
2009,16050869.32,17370936.73,19157794.18,20955898.33,22863105.36,D,2013,hindcast
2010,17663750.3,19300724.07,21266241.38,23351799.76,25304513.28,D,2013,hindcast
2011,19405415.15,21404787.3,23231853.04,25373129.59,27422195.39,D,2013,hindcast
2012,20772435.81,22894424.26,25087550.29,27444896,29542345.2,D,2013,hindcast
2013,21836064.49,24175352.5,26384045.88,28742096.91,31062197.53,D,2013,hindcast
2014,22432684.86,24417971.81,26733186.88,29240999.64,31571589.35,D,2013,forecast
2015,22667183.41,24345055.4,26551153.25,28733943.71,31050907.06,D,2013,forecast
2016,22168754.28,23834883.32,26030611.3,28243480.55,29948371.62,D,2013,forecast
2017,20939159.41,22598550.52,24567437.85,26487630.9,28062964.81,D,2013,forecast
2018,19133071.5,20453504.08,22074892.45,24047838.76,25848531.65,D,2013,forecast
2019,18805780.9,20074456.45,21800155.8,23390570.54,25116502.22,D,2013,forecast
1999,4254970.762,4539446.994,4879024.225,5210277.613,5519638.58,E,2013,hindcast
2000,4291879.9,4573896.151,4861541.229,5171652.982,5464031.092,E,2013,hindcast
2001,4193195.855,4453541.682,4747407.549,5013339.28,5336989.517,E,2013,hindcast
2002,4318962.7,4566961.638,4869803.776,5163823.499,5458252.606,E,2013,hindcast
2003,4315988.914,4562728.417,4879600.637,5151231.431,5464145.554,E,2013,hindcast
2004,4419288.579,4695311.661,4988819.678,5308493.204,5589399.723,E,2013,hindcast
2005,4544108.132,4807243.176,5173161.423,5510065.804,5846844.727,E,2013,hindcast
2006,4756976.145,5057584.304,5475419.955,5864830.491,6260178.553,E,2013,hindcast
2007,4875372.913,5227032.108,5602568.17,6023908.843,6381239.88,E,2013,hindcast
2008,5160904.41,5566472.16,5968940.916,6426794.105,6859227.455,E,2013,hindcast
2009,5229296.737,5598184.057,6100046.441,6584113.398,7016969.181,E,2013,hindcast
2010,5355970.791,5828114.55,6294012.006,6789035.863,7244711.782,E,2013,hindcast
2011,5422795.913,5877983.879,6339257.733,6822990.099,7276716.109,E,2013,hindcast
2012,5586541.067,5990482.244,6438724.911,6953666.045,7356588.043,E,2013,hindcast
2013,5562088.595,6000030.053,6436166.725,6916600.67,7313060.383,E,2013,hindcast
2014,5355102.063,5779844.487,6228543.511,6660032.656,7147538.824,E,2013,forecast
2015,5214185.58,5590734.017,6016483.861,6432421.302,6835607.199,E,2013,forecast
2016,5146571.272,5505442.103,5923643.249,6395070.567,6798217.313,E,2013,forecast
2017,4891318.022,5203310.297,5548876.326,5985350.799,6382388.704,E,2013,forecast
2018,4267787.542,4541470.173,4896927.128,5217566.075,5545629.389,E,2013,forecast
2019,4189628.96,4458072.058,4763646.356,5063978.535,5357618.612,E,2013,forecast
1999,,,,,,F,2013,hindcast
2000,,,,,,F,2013,hindcast
2001,,,,,,F,2013,hindcast
2002,,,,,,F,2013,hindcast
2003,,,,,,F,2013,hindcast
2004,,,,,,F,2013,hindcast
2005,,,,,,F,2013,hindcast
2006,,,,,,F,2013,hindcast
2007,,,,,,F,2013,hindcast
2008,,,,,,F,2013,hindcast
2009,6634009.093,8053159.843,9834022.426,11779827.37,13486962.09,F,2013,hindcast
2010,7695245.933,9473190.826,11440948.42,13396379.7,15555555.39,F,2013,hindcast
2011,8315252.156,10443936.5,12688874.43,15272631.92,17481771.97,F,2013,hindcast
2012,8907013.375,10864634.09,13322405.5,15491991.33,17697771.94,F,2013,hindcast
2013,8741415.985,10350838.68,12486498.16,14612574.61,16454176.87,F,2013,hindcast
2014,8320919.489,10009459.93,12006274.26,14260231.02,16105020.9,F,2013,forecast
2015,8855230.385,11064483.27,13399846.75,15776975.2,18168683.27,F,2013,forecast
2016,8330968.024,10189247.25,12182883.41,14352343.85,16404654.94,F,2013,forecast
2017,7247444.219,8393567.787,9896141.904,11427507.71,12973577.44,F,2013,forecast
2018,5980611.754,7035312.162,8290500.1,9576567.874,10686280.94,F,2013,forecast
2019,5091819.202,5809204.457,6940338.508,8116777.843,9139825.295,F,2013,forecast
1999,,,,,,G,2013,hindcast
2000,,,,,,G,2013,hindcast
2001,,,,,,G,2013,hindcast
2002,,,,,,G,2013,hindcast
2003,,,,,,G,2013,hindcast
2004,,,,,,G,2013,hindcast
2005,,,,,,G,2013,hindcast
2006,,,,,,G,2013,hindcast
2007,,,,,,G,2013,hindcast
2008,,,,,,G,2013,hindcast
2009,2783642.026,3324651.308,3878544.876,4475365.751,4943424.559,G,2013,hindcast
2010,2375782.806,2919661.94,3547497.773,4152030.697,4609060.492,G,2013,hindcast
2011,2879571.809,3308313.88,3747079.198,4240683.648,4631896.441,G,2013,hindcast
2012,3426233.517,3773652.792,4164320.022,4561406.475,4843769.166,G,2013,hindcast
2013,3377392.415,3684932.225,4064206.527,4438655.217,4749439.231,G,2013,hindcast
2014,2871730.494,3303929.14,3781931.457,4200282.039,4576265.4,G,2013,forecast
2015,2809910.166,3255240.322,3665062.422,4095818.189,4503270.97,G,2013,forecast
2016,3462701.949,3789322.033,4127487.983,4425536.389,4716651.671,G,2013,forecast
2017,3789934.995,4099879.606,4454128.276,4777124.655,5031627.746,G,2013,forecast
2018,3969436.302,4274249.666,4617978.02,4950880.273,5200804.69,G,2013,forecast
2019,4161023.882,4444887.699,4837090.752,5191167.02,5463040.739,G,2013,forecast
1999,,,,,,A,2014,hindcast
2000,,,,,,A,2014,hindcast
2001,,,,,,A,2014,hindcast
2002,,,,,,A,2014,hindcast
2003,,,,,,A,2014,hindcast
2004,,,,,,A,2014,hindcast
2005,,,,,,A,2014,hindcast
2006,,,,,,A,2014,hindcast
2007,,,,,,A,2014,hindcast
2008,,,,,,A,2014,hindcast
2009,,,,,,A,2014,hindcast
2010,15623837.78,17196469.43,18938293.78,20819436.17,22589839.39,A,2014,hindcast
2011,17342558.85,19358993.04,21526853.49,23823403.7,25768974.11,A,2014,hindcast
2012,19683664.96,22162199.02,24434401.41,26974353.39,29113840.94,A,2014,hindcast
2013,21932247.02,24790299.37,27441344.11,30051790.35,33005177.93,A,2014,hindcast
2014,22853224.63,25511736.48,28348814.94,31286012.7,34228338.1,A,2014,hindcast
2015,22162207.12,24767502.32,27515396.82,30504739.45,32832315.61,A,2014,forecast
2016,21138670.46,23447692.93,26027214.75,28717026.23,30828537.47,A,2014,forecast
2017,20332929.65,22351549.26,24532222.23,27082612.88,29000924.42,A,2014,forecast
2018,17830756.95,19626389.47,21595227.44,23732252.43,25536405.88,A,2014,forecast
2019,16206256.42,17704382.31,19512498.89,21367028.14,23048740.93,A,2014,forecast
2020,14825065.27,16078239.84,17591786.55,18971587.25,20461406.95,A,2014,forecast
1999,,,,,,B,2014,hindcast
2000,,,,,,B,2014,hindcast
2001,,,,,,B,2014,hindcast
2002,,,,,,B,2014,hindcast
2003,,,,,,B,2014,hindcast
2004,,,,,,B,2014,hindcast
2005,5683373.879,5960822.304,6373986.016,6863413.248,7284837.272,B,2014,hindcast
2006,6229619.246,6588824.183,7052919.187,7530755.746,8015271.121,B,2014,hindcast
2007,6934958.44,7355237.689,7846103.854,8401353.024,8888165.604,B,2014,hindcast
2008,7812326.795,8382865.672,9067698.521,9772657.261,10428000.89,B,2014,hindcast
2009,8916707.24,9707016.761,10568981.37,11376032.15,12115367.13,B,2014,hindcast
2010,10036953.19,10928216.92,11901363.06,13126977.89,14215720.58,B,2014,hindcast
2011,11174859.54,12487713.8,13683886.49,15117758.78,16381979.11,B,2014,hindcast
2012,12712535.95,14246495.25,15753132.09,17410509.57,18857389.2,B,2014,hindcast
2013,14061503.73,15721190.55,17443331.5,19270148.55,21039733.22,B,2014,hindcast
2014,14662289.27,16450897.05,18294345.71,20289952.37,22198884.47,B,2014,hindcast
2015,15034072.25,16769741.08,18756460.45,20914205.7,22880404.28,B,2014,forecast
2016,14738547.13,16408341.95,18248486.11,20142950.2,21944379.89,B,2014,forecast
2017,13578509.78,15065281.92,16831955.48,18578206.96,19997190.16,B,2014,forecast
2018,12684479.24,14063061.32,15687552.4,17304635.91,18757408.41,B,2014,forecast
2019,11536204.19,12866686.02,14368593.98,15957980.96,17420430.65,B,2014,forecast
2020,9859485.282,10906583.95,12321124.36,13735916.14,15142879.52,B,2014,forecast
1999,,,,,,C,2014,hindcast
2000,,,,,,C,2014,hindcast
2001,,,,,,C,2014,hindcast
2002,,,,,,C,2014,hindcast
2003,,,,,,C,2014,hindcast
2004,,,,,,C,2014,hindcast
2005,,,,,,C,2014,hindcast
2006,,,,,,C,2014,hindcast
2007,,,,,,C,2014,hindcast
2008,,,,,,C,2014,hindcast
2009,9490942.982,13116190.53,16411363.59,20824117.39,24463716.12,C,2014,hindcast
2010,13287049.39,16694075.77,21267361.57,25291486.66,29595798.54,C,2014,hindcast
2011,16980837.11,20854086.65,25882226.19,30958723.7,34872984.95,C,2014,hindcast
2012,20932472.63,25126190.81,30930557.73,35773195.12,40790796.99,C,2014,hindcast
2013,23435320.09,28129007.12,33597484.54,38418117.45,43144436.3,C,2014,hindcast
2014,22759989.08,27815601.84,32988172.06,38895860.92,44141891.85,C,2014,hindcast
2015,22252540.37,27055199.44,32304461.79,37855025.34,43224501.18,C,2014,forecast
2016,19823460.42,23982914.95,28841485.28,34179378.94,39394420.85,C,2014,forecast
2017,16521994.49,20418124.52,25293704.46,30158575.83,34745056.97,C,2014,forecast
2018,11784311.03,16066653.64,20588821.35,24974575.38,29149989.9,C,2014,forecast
2019,8433507.827,11789383.81,15735996.11,19972116.96,23145944.93,C,2014,forecast
2020,6172214.06,8982387.892,12012364.43,15616568.2,19061246.47,C,2014,forecast
1999,,,,,,D,2014,hindcast
2000,,,,,,D,2014,hindcast
2001,,,,,,D,2014,hindcast
2002,,,,,,D,2014,hindcast
2003,,,,,,D,2014,hindcast
2004,,,,,,D,2014,hindcast
2005,,,,,,D,2014,hindcast
2006,,,,,,D,2014,hindcast
2007,,,,,,D,2014,hindcast
2008,,,,,,D,2014,hindcast
2009,16254177.03,17803000.36,19582803.51,21365201.7,23080596.39,D,2014,hindcast
2010,17673494.41,19333184.06,21278839.31,23167599.1,24643499.29,D,2014,hindcast
2011,19075350.11,20952778.09,22799595.68,24929490.66,27003755.04,D,2014,hindcast
2012,20645654.18,22440868.89,24416353.44,26474359.87,28513591.79,D,2014,hindcast
2013,21705346.75,23599154.96,25694228.92,27906099.24,29876972.88,D,2014,hindcast
2014,21963595.11,23837785.4,25934025.41,28112852.5,30070199.58,D,2014,hindcast
2015,21810210.06,23478377.12,25452702.28,27572781.66,29623960.92,D,2014,forecast
2016,21461992.29,22999527.7,24945580.72,26893940.23,28909792.69,D,2014,forecast
2017,20081565.04,21509852.4,23541349.11,25308897.31,26939461.64,D,2014,forecast
2018,19332612.97,20797374.96,22562422.2,24302888.8,25833951.03,D,2014,forecast
2019,17098593.92,18480170.99,20087503.01,21793698.45,23162142.07,D,2014,forecast
2020,16481004.57,17690271.91,19058066.52,20538326.78,21831709.5,D,2014,forecast
1999,4288248.23,4585032.4,4876654.992,5224438.262,5529946.128,E,2014,hindcast
2000,4281567.815,4577445.37,4886084.205,5207033.34,5515313.113,E,2014,hindcast
2001,4187907.777,4446433.204,4743473.401,5045374.586,5312851.36,E,2014,hindcast
2002,4301503.717,4539641.193,4809408.725,5140583.469,5360784.703,E,2014,hindcast
2003,4303507.489,4544700.062,4859112.211,5142432.542,5429068.097,E,2014,hindcast
2004,4420923.012,4702504.709,5015644.119,5309379.309,5594507.362,E,2014,hindcast
2005,4541177.146,4851842.195,5201102.385,5521819.652,5867194.245,E,2014,hindcast
2006,4715448.416,5088027.764,5410357.596,5844006.937,6192292.641,E,2014,hindcast
2007,4879981.814,5217520.375,5594011.722,6025763.461,6418484.704,E,2014,hindcast
2008,5127747.749,5507003.045,5961454.994,6427102.017,6841075.859,E,2014,hindcast
2009,5250449.783,5616095.508,6085235.55,6559543.75,7045452.66,E,2014,hindcast
2010,5351464.379,5763530.531,6231614.855,6728433.262,7177140.479,E,2014,hindcast
2011,5441084.112,5852832.111,6312932.039,6763438.231,7162478.913,E,2014,hindcast
2012,5595587.199,6007058.01,6475503.931,6943730.79,7391733.538,E,2014,hindcast
2013,5570916.932,5992895.817,6454042.991,6975967.932,7397370.066,E,2014,hindcast
2014,5405558.229,5771918.407,6230995.419,6660941.126,7105721.952,E,2014,hindcast
2015,5295836.481,5664963.806,6142929.934,6564182.807,6989841.59,E,2014,forecast
2016,5093207.287,5438615.777,5866382.711,6315630.441,6738625.521,E,2014,forecast
2017,4754306.848,5109565.654,5506526.233,5918872.375,6295716.396,E,2014,forecast
2018,4427915.491,4730137.913,5089609.62,5441843.63,5767055.96,E,2014,forecast
2019,4206707.04,4467869.892,4778913.179,5142924.568,5465974.978,E,2014,forecast
2020,3842644.455,4060402.854,4293898.651,4542869.571,4769344.119,E,2014,forecast
1999,,,,,,F,2014,hindcast
2000,,,,,,F,2014,hindcast
2001,,,,,,F,2014,hindcast
2002,,,,,,F,2014,hindcast
2003,,,,,,F,2014,hindcast
2004,,,,,,F,2014,hindcast
2005,,,,,,F,2014,hindcast
2006,,,,,,F,2014,hindcast
2007,,,,,,F,2014,hindcast
2008,,,,,,F,2014,hindcast
2009,4234447.024,6934199.804,9797389.214,12980718.86,15830685.64,F,2014,hindcast
2010,5686056.43,8105088.585,11483855.66,14769182.37,17267282.96,F,2014,hindcast
2011,7120955.676,9575440.412,12540420.51,15431423.18,18809998.03,F,2014,hindcast
2012,7457940.742,9961131.457,13171408.34,16394692.53,19460624.06,F,2014,hindcast
2013,7148792.449,9871015.893,12782142.38,15865241.17,18748900.71,F,2014,hindcast
2014,6353442.546,8820645.494,11800892.87,14390666.37,17490956.13,F,2014,hindcast
2015,5536600.667,8184658.034,10748783.64,13598398.16,15993906.22,F,2014,forecast
2016,3939296.069,5919589.896,8393683.114,10490111.48,12561231.94,F,2014,forecast
2017,2209100.905,3882374.014,5827041.159,7880798.923,9791799.934,F,2014,forecast
2018,408378.2233,1770732.93,3393278.973,5075617.086,6560175.508,F,2014,forecast
2019,-1276307.711,-270715.1128,1187050.863,2581262.659,3805754.477,F,2014,forecast
2020,-2621476.549,-1717385.043,-611993.3674,493181.9078,1380992.685,F,2014,forecast
1999,,,,,,G,2014,hindcast
2000,,,,,,G,2014,hindcast
2001,,,,,,G,2014,hindcast
2002,,,,,,G,2014,hindcast
2003,,,,,,G,2014,hindcast
2004,,,,,,G,2014,hindcast
2005,,,,,,G,2014,hindcast
2006,,,,,,G,2014,hindcast
2007,,,,,,G,2014,hindcast
2008,,,,,,G,2014,hindcast
2009,2292269.289,2928808.324,3571135.209,4237925.967,4905383.937,G,2014,hindcast
2010,2719355.598,3281040.362,3931931.329,4659916.223,5267402.345,G,2014,hindcast
2011,2830308.707,3394029.238,4067138.627,4700406.539,5372603.347,G,2014,hindcast
2012,2950980.744,3495053.627,4041572.263,4632632.823,5131364.73,G,2014,hindcast
2013,2951912.526,3423433.377,4027202.894,4596033.552,5060938.427,G,2014,hindcast
2014,2919974.917,3473304.636,4038958.463,4651350.521,5148512.558,G,2014,hindcast
2015,2806845.186,3339104.372,3882931.284,4416501.283,4951847.222,G,2014,forecast
2016,2479168.078,2904240.515,3430432.327,3949782.092,4460037.883,G,2014,forecast
2017,2081921.139,2524112.508,2953568.876,3455948.553,3953284.331,G,2014,forecast
2018,1652221.864,2060135.435,2491804.961,2975460.061,3413026.181,G,2014,forecast
2019,1288335.691,1642999.195,2081639.635,2512556.796,2866819.679,G,2014,forecast
2020,988137.5318,1256274.809,1572726.046,1947268.056,2270951.267,G,2014,forecast
1999,,,,,,A,2015,hindcast
2000,,,,,,A,2015,hindcast
2001,,,,,,A,2015,hindcast
2002,,,,,,A,2015,hindcast
2003,,,,,,A,2015,hindcast
